salary,commission,age,gender,marital,elevel,car,zipcode,creditscore,hvalue,hyears,loan,group
82716,?,80,m,m,4,6,9,701,1186531,5,232126,0
126467,0,34,f,d,2,14,1,452,119088,16,202864,1
66698,55320,76,m,s,0,9,9,782,667181,4,?,1
63766,22512,42,f,d,4,18,4,450,544437,10,324455,0
109271,0,30,f,k,1,20,7,378,507925,4,327065,0
64040,63044,42,f,m,1,6,?,787,142210,13,199440,0
106260,0,?,f,m,0,20,0,473,0,?,490581,0
100170,0,44,f,m,1,7,3,360,335711,6,74599,0
65745,38722,59,f,d,2,12,0,480,0,2,27058,1
36339,44802,72,f,k,2,7,7,811,490123,24,52621,0
114309,0,26,f,m,3,5,2,471,289415,9,244570,0
23311,33769,?,m,s,2,16,0,697,0,16,125477,0
103608,0,38,f,d,0,8,3,666,332513,21,406473,0
39698,55115,46,?,s,3,19,8,480,620840,19,491733,1
?,0,21,f,k,2,1,4,794,572886,23,203723,1
53750,72859,?,m,m,1,10,5,471,301559,22,112514,0
56412,47781,43,m,d,2,13,2,705,273269,14,240487,1
31936,19520,50,m,s,1,3,7,785,1021572,24,27363,0
24010,45484,46,f,m,3,18,6,613,649297,7,253001,0
27943,47534,43,f,k,4,3,6,744,325375,25,454638,0
20495,39113,61,f,m,0,4,2,343,248984,15,190623,1
71381,29066,63,f,m,2,20,3,434,410587,10,344089,0
22608,54233,32,f,k,1,2,1,503,88111,18,11573,1
142327,0,60,f,m,4,4,6,375,494448,10,331391,0
52966,10908,51,m,m,3,10,2,355,?,16,497165,0
128404,0,25,f,s,0,2,5,?,603161,7,374138,1
114824,0,26,f,d,0,6,8,333,443783,21,464282,0
92353,0,52,f,m,2,3,3,848,391041,17,344637,1
78835,0,24,f,m,1,16,0,426,0,11,?,1
138687,0,21,m,m,4,19,9,711,1075099,4,489558,0
60017,39501,79,m,d,2,17,5,796,428594,25,157521,1
67743,28099,56,m,s,1,14,4,461,461074,12,161506,0
148479,0,41,m,k,1,8,5,706,571335,5,?,1
69966,62712,80,f,k,1,15,?,352,750690,27,255521,1
149424,0,67,m,m,2,3,3,696,340539,1,198480,0
137212,0,38,f,k,3,2,7,310,740820,17,491556,0
102354,0,38,f,d,1,6,4,494,592026,26,220089,1
142934,0,41,m,s,2,20,7,403,512971,29,83267,0
115961,0,32,f,k,3,7,4,631,561581,13,358132,0
110027,?,59,m,s,4,8,3,831,446879,25,50294,0
41990,67122,40,?,m,1,17,6,763,540096,25,113853,0
102411,0,28,f,s,4,9,4,387,238376,29,378461,1
28550,28488,23,m,k,4,10,5,301,387462,9,169616,0
77258,0,27,f,m,4,5,5,339,483563,7,249597,1
91577,0,56,m,s,1,1,3,469,203882,23,57534,0
77810,0,?,m,k,3,18,3,559,208098,4,37548,1
47053,65950,43,m,s,4,8,9,354,1302941,1,8651,0
142717,0,64,m,s,2,8,7,712,693949,27,99969,1
72435,37056,65,m,k,3,11,7,497,728122,13,446049,1
59003,65940,58,m,d,2,19,1,768,127148,7,9703,1
83757,0,46,f,d,4,14,5,318,410969,25,?,0
103780,0,58,m,d,0,9,5,409,567008,13,4795,1
67469,26027,27,f,k,0,2,0,761,0,7,223781,0
47120,24861,43,m,s,2,5,1,652,112020,5,226505,0
85464,0,33,m,m,2,20,9,346,984277,6,326974,1
83150,0,21,m,k,4,2,5,406,569600,25,206350,0
124405,0,45,f,d,3,13,0,?,0,24,372010,0
123917,0,69,m,d,4,10,5,701,567458,11,341600,0
68362,20178,53,m,s,3,19,7,765,647467,27,34998,0
94851,0,20,m,s,3,13,1,495,148049,3,344660,0
32008,39570,38,m,d,1,10,2,831,246322,18,224192,1
115932,0,25,f,m,1,4,1,731,135149,15,114792,0
91681,0,30,m,m,0,11,1,825,127831,4,281018,1
59790,14507,27,f,s,0,10,6,627,800744,26,251825,0
68036,51470,77,m,m,0,16,1,670,142333,?,56811,1
122503,0,44,f,m,1,20,2,307,276509,3,150881,1
125794,0,40,f,m,4,9,4,845,311914,20,?,0
59515,59770,43,m,m,4,15,1,443,71915,17,375127,0
128103,0,69,m,m,3,1,3,560,289569,8,241451,0
143941,0,35,m,k,3,13,2,568,227322,?,334094,0
122039,0,25,m,s,0,2,9,414,1211087,11,51836,1
98004,0,78,f,m,2,18,5,629,686543,28,381878,0
28946,58353,27,?,k,1,2,3,801,427177,6,76076,1
58698,71816,59,m,k,1,10,2,397,138225,1,280787,1
109756,0,59,f,k,2,16,0,722,0,15,280244,0
84352,0,73,f,s,1,8,9,650,1101431,22,383462,0
73625,22021,79,m,k,4,13,0,763,0,9,376182,1
66316,?,73,m,m,3,5,2,571,270139,27,465551,1
129833,0,39,m,k,3,6,1,639,67340,2,137684,0
64644,32958,80,f,d,1,17,7,827,824297,16,300086,0
53896,15818,61,f,s,2,3,0,404,0,26,?,0
34963,43467,65,m,d,1,6,8,849,625627,29,142380,1
56152,?,72,m,s,4,19,7,624,1021093,29,336832,1
110405,0,78,m,s,4,10,1,509,110022,30,143034,1
20778,19425,44,m,m,3,9,2,794,256043,5,88995,0
130222,0,45,m,d,3,9,0,465,0,28,425941,0
44619,74819,23,f,m,2,16,0,812,0,?,430522,0
97927,0,70,m,k,4,6,2,448,175764,17,208748,1
144395,0,22,f,k,3,12,7,485,710687,1,231844,1
73662,65643,25,f,s,1,9,5,348,271294,15,323606,0
39579,54193,41,f,m,3,2,3,752,340430,13,156777,0
114902,0,73,f,d,2,15,8,510,1041121,13,308648,0
44900,29592,49,f,d,3,11,4,764,572558,5,340097,1
54991,23997,47,f,m,4,5,7,627,352995,26,253837,0
54176,49134,62,m,d,0,16,0,370,0,7,142581,1
103017,0,30,f,d,0,9,?,403,861845,18,150222,1
109026,0,21,m,d,0,7,1,522,57893,2,429629,0
79582,0,66,m,m,0,16,1,618,?,9,227501,0
35357,42412,47,f,s,0,4,6,589,786778,24,463779,1
109710,0,74,f,m,0,16,6,563,739214,11,320845,0
90757,0,28,f,k,2,2,5,570,668782,24,427177,0
60746,64604,59,m,s,2,20,5,510,515952,10,321980,0
81051,0,56,m,d,2,14,5,412,681236,24,282838,1
136034,0,74,f,k,2,10,8,591,517826,19,148431,1
38863,46105,52,f,?,0,8,0,318,0,28,129988,1
143250,0,29,m,d,1,8,4,363,471545,2,331227,0
31999,73934,57,m,m,3,17,4,645,216745,28,67781,1
?,0,73,f,s,2,14,8,348,536563,12,126366,1
49654,45035,65,f,d,1,18,9,499,507867,18,351443,0
121095,0,39,f,m,2,3,4,802,515329,9,482395,0
125919,0,64,f,?,0,4,2,479,206060,23,421862,0
103746,0,23,m,s,0,5,2,735,251194,13,170981,1
83688,0,72,m,s,2,6,7,527,938068,17,72528,1
136623,0,70,f,m,3,19,8,354,708359,17,401111,0
119791,0,28,m,m,2,7,4,342,349949,2,241341,0
93808,?,25,f,m,0,18,6,635,448380,23,380515,1
55515,22917,25,f,d,4,19,1,827,60689,13,5609,1
21737,68654,75,f,d,1,2,2,334,215415,30,45516,1
83478,0,28,m,m,1,17,1,385,63716,13,86230,1
110294,0,38,f,s,4,15,8,648,1139165,7,232835,1
99844,0,27,f,m,1,19,7,442,385774,19,345970,1
77818,0,64,m,d,2,?,7,806,833599,2,21914,1
114641,0,70,m,d,0,10,6,605,336796,10,437986,0
56837,30925,69,?,k,0,2,7,675,377430,30,311831,0
128359,0,25,m,k,3,1,4,322,286842,21,258585,0
62345,45281,26,m,m,0,15,8,402,695051,8,416553,0
69300,11668,64,f,d,2,12,3,564,174183,20,24718,1
112481,0,50,m,s,1,14,7,701,799531,26,13529,0
104281,0,60,f,s,1,11,1,807,50670,30,469228,0
131767,0,43,m,s,4,17,4,303,331802,5,?,0
81190,0,79,m,d,3,7,0,?,0,21,147234,1
149710,0,?,f,d,2,7,7,840,459348,17,373615,1
?,0,65,m,k,3,1,3,832,296883,30,404432,1
90379,0,48,m,s,4,2,9,782,954711,20,130936,0
20376,25928,72,m,k,4,16,6,550,795961,15,109321,1
107536,0,51,m,d,4,6,3,376,264993,10,191176,1
41074,19868,31,m,k,3,12,4,763,598087,15,373091,0
147192,0,76,f,m,3,20,7,509,426385,3,245200,0
80549,0,46,f,d,4,1,3,696,304418,19,332067,1
115767,0,46,m,k,2,8,6,622,423107,9,170300,1
109438,0,30,f,k,3,3,7,460,695392,12,356062,1
22064,57754,62,m,k,4,15,2,785,236947,15,39210,1
145841,0,25,m,m,4,12,6,397,479028,27,293320,0
131320,0,43,m,s,0,8,6,321,729575,8,81739,0
83706,0,58,m,?,1,19,2,419,176194,17,409481,1
90905,0,40,f,m,2,18,8,506,744500,18,299566,1
108710,0,32,m,m,2,15,0,405,0,10,252990,0
22455,61032,48,f,k,1,7,6,835,729595,22,128961,1
75466,0,25,f,m,2,?,0,729,0,27,286645,1
43798,10983,22,f,d,2,19,0,490,0,17,255573,0
104730,0,37,m,m,4,?,2,336,226557,5,25025,0
54230,11456,55,m,m,4,3,6,411,758650,18,353672,0
133663,0,80,f,s,0,9,2,359,207771,11,408133,0
95190,0,54,f,m,1,15,8,475,976882,11,63810,1
40322,32163,69,f,m,0,19,?,309,381118,4,380952,1
76342,0,72,f,s,0,5,9,687,701954,9,313703,0
26377,18516,50,m,s,2,14,3,?,424524,12,16130,0
146117,0,61,f,k,0,2,0,477,0,4,91689,1
81014,0,77,f,d,1,4,5,813,272375,20,420370,0
?,0,52,f,d,2,16,4,756,308147,2,365200,1
49598,64304,71,m,m,4,5,?,303,125007,28,386230,1
87283,0,75,f,d,0,15,3,621,432681,17,308957,0
128636,0,73,f,s,2,16,5,438,645073,30,411788,0
42891,47088,35,f,s,1,11,8,692,1000108,21,?,0
89145,0,44,m,s,2,16,9,504,751636,9,382069,1
22070,35269,57,f,d,4,14,?,314,0,23,386799,0
54716,25153,46,m,k,3,13,9,545,478202,21,362607,1
129322,0,57,f,m,1,7,9,664,480984,6,476444,0
62959,13998,54,f,k,0,8,9,633,722613,18,?,0
96112,0,32,m,k,2,8,6,817,310612,28,130395,0
79361,0,62,m,d,2,5,3,758,440244,14,183557,1
138780,?,75,f,m,2,6,4,836,475340,26,358334,0
30955,46903,60,m,k,1,18,1,647,58414,?,208431,0
28196,61772,73,m,k,1,3,3,389,267634,7,204633,0
120461,0,44,m,s,1,8,6,769,886740,22,212719,0
?,?,26,m,s,2,13,7,319,460536,27,203732,1
88855,0,24,?,m,3,12,2,645,209898,16,31256,1
120747,0,51,f,d,1,6,7,830,828225,26,477726,0
61197,71579,80,f,k,2,12,7,596,576996,4,174598,1
54240,50475,50,m,s,1,20,5,402,266891,17,33217,0
89979,0,28,m,m,0,1,0,315,0,22,58702,1
21800,38045,59,m,d,1,1,2,671,234726,13,179698,0
138651,0,80,f,k,4,9,3,415,384158,21,499155,0
145481,?,74,?,m,3,9,2,527,237475,29,166996,0
79106,0,72,m,s,1,3,4,804,547181,3,307895,1
117955,0,27,f,d,4,8,6,771,573738,27,322758,0
34108,28017,57,m,s,?,16,6,723,533910,19,111498,0
138514,0,29,m,d,0,12,6,669,727666,28,472233,0
91178,0,29,f,m,?,18,6,737,477824,20,498544,1
112622,0,27,f,s,1,19,9,579,763283,27,260573,0
63636,42818,42,f,m,1,15,8,764,1111480,27,362341,1
76515,0,72,f,k,0,12,7,531,861859,10,21967,1
103371,0,49,m,m,0,3,3,324,180262,16,477785,1
96072,0,66,m,k,2,15,4,804,322753,10,215208,1
109826,0,23,m,s,4,19,1,459,147543,20,234302,1
74510,36859,76,f,s,0,8,5,574,719493,14,38859,0
104479,0,76,f,d,2,20,9,417,1130747,16,154789,1
31008,25897,62,f,m,4,10,3,613,392365,12,121174,1
118757,0,54,f,k,4,1,1,381,127822,3,348086,0
73134,55641,53,f,k,1,13,0,375,0,10,301080,1
27598,29391,52,f,d,2,18,5,431,266728,19,114652,0
99517,0,58,m,k,3,7,0,636,0,3,132155,1
144682,0,44,f,k,4,2,8,691,436703,2,479410,0
83651,0,49,f,m,1,19,3,814,168375,22,474970,1
93599,0,36,m,m,4,16,1,608,136673,24,172437,1
58956,62003,40,m,d,1,7,9,695,1185316,23,26973,0
118919,0,76,f,d,3,10,6,374,840811,18,130049,1
101395,0,23,m,m,2,17,2,845,242355,19,418562,0
58139,60390,65,f,k,0,7,3,547,294674,?,275418,1
24271,47176,63,m,d,1,16,5,557,674095,10,442844,0
69351,42327,71,m,d,2,16,6,831,697583,7,309713,1
61430,56427,47,m,d,4,19,7,699,493415,28,437727,0
120501,0,54,m,k,1,5,5,301,325409,5,395807,1
60908,29765,69,m,d,4,10,5,372,?,7,260279,1
134280,0,54,m,?,2,11,0,357,0,1,453283,0
49970,12590,59,f,s,4,13,3,727,397472,5,83691,0
74004,14072,80,f,d,3,4,8,311,?,26,67290,1
22426,67646,57,f,s,1,12,4,453,331693,24,426037,1
45556,32273,76,m,m,3,19,7,563,518943,27,88459,1
134466,0,51,m,d,0,2,4,432,213303,5,278796,0
62447,61062,28,f,d,?,10,8,674,580294,17,152757,1
83541,0,72,f,m,2,4,8,384,402979,26,242108,0
63883,21192,78,m,d,2,10,4,516,335797,20,474116,1
100061,0,38,f,k,2,17,7,451,830570,28,94003,1
117215,0,54,f,m,3,1,6,542,414952,6,494442,1
107950,0,73,f,s,4,15,1,702,118895,8,132722,1
65771,39349,49,m,k,4,10,9,527,691151,19,115673,0
63918,51003,25,m,d,1,15,0,492,0,15,121867,1
96101,0,66,m,s,3,20,1,402,63858,24,452572,1
81242,0,75,f,s,2,18,3,731,235997,15,?,1
31551,61020,29,f,s,3,10,1,594,139064,18,229012,1
50560,37399,45,f,s,1,9,6,768,843741,21,198946,0
25197,50470,24,f,s,2,20,5,487,388034,11,58873,0
118089,0,58,m,s,0,12,7,694,352519,24,206155,0
121518,0,57,m,s,0,16,7,759,940139,23,193081,0
39020,?,64,m,s,3,1,3,501,187545,25,151345,1
55619,42073,42,f,d,1,10,1,533,128333,23,283127,0
127820,0,45,m,d,0,13,6,612,773135,14,172634,0
30616,65610,47,?,m,3,1,5,439,598482,4,311064,1
60433,63296,37,m,s,2,9,9,?,1155167,14,204828,0
76458,0,27,f,m,?,12,6,551,892305,7,253522,1
132516,0,38,m,k,1,10,0,668,0,23,463735,1
138199,0,49,f,m,3,11,5,366,252055,19,63050,0
95448,0,35,m,m,2,14,2,504,294333,3,142857,1
91736,0,60,m,d,3,?,1,332,134175,23,128047,1
89800,0,59,m,m,2,2,1,385,125556,18,321713,1
65145,32617,51,m,s,1,5,5,620,374761,24,433220,0
106689,0,20,f,k,0,4,9,607,1073102,22,458864,0
66786,28605,21,f,m,1,1,2,628,280046,24,422843,1
141620,0,68,f,d,2,9,7,444,556375,16,494197,0
133137,0,47,f,d,3,4,8,508,1109501,18,358083,0
144459,?,24,m,s,2,2,2,403,285431,8,373355,1
126591,0,68,f,m,3,7,5,546,302532,30,331626,0
49128,16108,30,f,s,1,15,7,837,563116,4,446662,0
28225,41472,72,m,s,4,16,2,?,193635,19,210125,1
124138,0,25,m,m,2,19,7,496,723346,4,362712,0
142249,0,23,f,k,2,9,4,774,367278,20,321833,0
22210,52441,34,m,m,1,14,6,480,836771,29,91009,0
41433,63037,26,f,k,4,9,6,513,872994,21,396458,0
146911,0,73,f,k,3,19,7,302,777513,18,359900,1
80905,0,50,m,s,4,17,3,738,362925,3,12969,0
140805,0,63,f,s,0,11,2,523,140824,7,417994,1
62828,31806,55,f,s,2,9,7,?,734961,9,78620,0
96410,0,31,m,d,4,18,2,424,135432,13,334833,1
125112,0,63,f,k,2,18,3,714,306033,?,401140,0
60043,50827,74,m,m,0,7,0,801,0,27,280492,1
105060,0,63,m,k,0,8,2,537,148370,27,170401,0
54563,53919,57,m,m,1,6,5,707,619544,1,104854,0
113180,0,58,f,d,4,15,2,824,165156,2,207972,1
22584,45543,61,f,s,0,5,1,680,129267,20,161071,1
92502,0,61,f,d,4,15,4,475,524093,6,59659,1
146261,0,21,m,s,4,19,4,587,264397,8,466812,1
120216,0,45,m,m,2,16,2,631,269776,1,374647,1
137962,0,38,f,k,3,17,5,831,736562,19,?,1
45676,55129,54,m,d,1,7,7,380,968586,25,486426,0
76649,0,74,m,s,2,19,5,713,677826,21,74976,1
128808,0,54,m,s,4,10,6,480,737717,19,171147,0
131109,0,67,f,m,1,14,9,659,877053,1,248687,0
133003,0,78,m,m,3,2,2,554,180584,14,117592,0
?,0,69,m,m,0,2,?,715,247443,4,413745,0
56172,47976,71,m,s,1,10,9,720,534327,7,451994,1
88100,0,74,f,k,2,20,9,749,1169487,16,?,0
40508,28272,48,?,k,1,1,2,611,282869,19,252030,1
86700,0,58,m,m,3,17,5,822,566568,27,365860,1
103890,0,64,f,s,3,14,0,382,0,8,100173,1
76779,?,65,f,m,4,11,8,673,924474,11,331509,0
106667,0,35,m,d,2,19,5,722,373459,27,234232,0
68487,68119,70,f,m,2,15,3,331,190182,29,212739,0
113583,0,32,m,k,3,8,7,641,361867,29,395183,0
25550,41849,78,m,s,1,19,9,649,505454,30,292333,1
81998,0,66,m,s,4,1,0,552,0,25,25030,1
37458,69219,52,f,s,3,15,5,510,565974,5,43373,0
42136,25433,22,m,k,4,5,5,367,291807,14,434263,0
116786,0,80,f,k,0,19,1,305,62472,23,321744,0
120613,0,45,m,s,2,6,4,462,316661,11,494432,0
132090,0,21,m,s,3,10,6,743,772647,27,231850,1
113546,0,57,f,m,1,19,1,704,71198,20,410442,1
138528,0,78,f,d,4,3,1,712,51387,17,384897,0
65973,74204,43,f,m,0,6,9,518,1251320,7,495415,0
108630,0,39,m,m,0,4,1,486,75527,13,10227,0
44900,35980,38,m,k,3,11,3,?,235806,11,182573,0
29259,27979,32,?,k,1,3,4,594,333338,29,359844,1
72696,68941,61,f,d,1,16,3,708,443309,30,26600,1
74636,14276,23,m,s,0,16,7,646,351907,7,196272,1
117721,0,53,f,m,0,13,?,846,696982,29,211300,1
35367,40123,51,m,d,3,1,0,820,0,8,410330,0
100166,0,73,m,k,4,9,7,641,670810,2,183589,1
83696,0,22,m,k,2,4,8,604,1149044,17,380104,0
78211,0,35,f,m,0,3,2,539,114505,24,252817,0
?,16302,37,f,d,2,12,5,595,297952,19,419760,0
80093,0,30,f,m,2,7,9,488,1157116,26,235955,1
54075,65643,31,m,k,0,17,8,462,596140,10,476290,1
26057,31357,62,f,k,4,17,9,799,1054044,22,240243,0
114913,0,66,f,k,1,2,6,820,835541,2,187856,1
80365,0,43,m,k,2,10,8,574,919179,16,195814,1
43254,73332,64,f,s,4,18,2,305,112978,4,420645,1
44295,12689,24,m,m,2,12,6,666,448542,18,250949,0
132158,0,39,m,?,4,12,7,424,503553,4,409101,0
33028,42844,?,m,d,2,9,7,548,837184,2,263916,0
22352,38683,59,m,m,4,10,6,409,313723,17,?,0
97816,0,79,f,m,1,19,2,547,294346,17,?,0
86864,0,57,f,k,1,5,2,316,257281,27,351115,1
141800,0,50,f,s,3,16,8,699,416513,1,98441,0
90640,0,72,m,d,0,11,9,583,779720,21,295577,0
70442,47204,49,f,m,4,6,5,417,702872,8,315707,1
86377,0,27,m,s,1,5,8,736,1109562,12,168649,0
105008,0,66,f,m,2,?,5,479,610242,11,188929,0
128309,0,54,f,d,1,6,9,351,491553,28,448291,0
79854,0,23,f,m,4,8,1,466,136165,13,146015,1
84741,0,23,f,k,2,16,3,706,290416,?,56037,1
108145,0,29,m,k,1,12,8,576,757898,5,82750,1
108823,0,22,m,m,2,2,4,755,403932,6,461911,0
?,0,78,f,d,1,12,0,381,0,25,271135,1
43637,51184,40,m,s,1,4,0,513,0,2,122868,0
139071,0,80,m,d,1,13,3,500,224316,26,458530,0
148883,0,53,m,m,3,12,8,808,641682,27,64142,0
84082,0,25,m,d,4,13,4,363,212233,11,238771,1
63090,62182,65,f,k,2,4,9,639,546641,26,?,1
125998,0,47,m,d,4,12,2,641,103275,1,451185,0
89480,0,78,f,m,2,9,4,385,528478,14,234652,0
118605,0,33,f,m,2,10,1,636,113567,4,53897,0
139563,0,54,m,m,3,17,8,822,1059834,1,45067,0
73311,41131,73,f,k,0,7,6,630,?,28,188425,0
45402,18646,60,m,d,0,9,3,347,153977,?,458324,0
21008,49293,67,f,s,4,5,8,741,?,4,79289,0
85688,0,80,f,s,4,3,5,313,648112,2,214466,1
97017,0,36,f,d,0,3,?,737,471196,6,423326,0
65575,15140,80,m,s,3,9,?,441,516754,30,238970,1
78903,0,60,m,s,1,8,5,816,517652,12,104671,1
139422,0,47,m,m,3,20,3,378,432397,25,344100,0
35970,62900,25,f,d,4,6,5,?,709808,6,348694,0
?,0,74,f,?,0,7,6,817,896532,17,48395,1
48012,13140,80,f,m,1,8,5,427,329206,11,260644,1
79828,0,70,m,m,1,9,2,681,130117,18,395876,0
140796,0,60,m,k,2,8,7,346,846615,21,418286,1
57211,27332,24,m,d,3,13,8,489,687289,27,259623,1
124611,0,31,m,m,0,16,4,768,283632,11,467303,0
120919,0,73,m,k,4,1,6,394,894148,4,108189,1
50073,26738,49,f,s,2,9,7,772,777104,17,409858,1
144086,0,58,f,s,4,5,1,399,72329,11,111105,0
105896,0,33,m,m,2,6,8,627,650945,1,298405,0
121327,?,22,m,d,1,2,4,352,512531,27,268284,1
31434,63005,52,m,s,3,5,7,666,922645,3,29702,0
78976,0,76,f,s,0,19,5,672,547216,27,407624,0
57320,16564,40,m,d,3,6,8,849,791817,18,424690,1
46122,53292,54,f,k,4,11,5,541,492842,7,249650,0
34649,39951,63,m,s,2,15,5,547,670554,22,224959,1
122848,0,61,f,d,3,12,1,739,67474,24,303941,0
82582,0,69,m,m,4,20,9,324,1319867,8,?,0
120126,0,46,m,k,2,2,7,322,812355,1,92791,1
55097,46493,59,m,d,0,10,0,592,0,6,392776,0
30638,41635,24,f,k,4,12,5,363,263988,18,376994,1
81986,0,52,f,?,4,19,3,777,150989,13,233264,1
102060,0,77,f,m,1,2,8,649,1152567,1,188821,1
128061,0,80,f,k,1,1,2,487,213494,7,480485,0
124942,0,28,?,d,3,6,4,363,240897,1,271104,1
71256,59787,40,m,s,2,7,7,668,426644,22,260205,0
96785,0,77,f,d,3,7,9,791,452447,15,154401,1
39663,56893,29,m,d,0,3,1,411,100051,25,108395,1
101656,0,35,m,s,2,14,5,336,418763,11,468416,1
120705,0,35,m,d,3,17,9,354,554077,19,435125,0
134721,0,36,f,s,2,13,4,777,275076,11,423361,0
142485,0,63,f,k,0,15,7,376,949121,12,392179,0
44529,59088,55,f,s,4,1,8,439,1177845,24,62384,0
140548,0,25,f,k,0,15,6,629,884832,17,88531,1
137221,0,21,m,k,2,20,2,537,148265,7,422414,0
138866,0,44,m,s,0,3,9,370,804351,5,411970,0
106031,0,37,f,s,0,6,3,475,417582,30,10568,0
32548,58421,53,m,s,0,6,1,683,112199,4,186481,0
136957,0,53,f,s,1,8,1,347,78563,16,102371,0
98704,0,74,m,k,4,17,5,532,539675,6,140424,1
69102,45018,22,m,k,2,16,7,727,864308,8,218249,0
132540,0,33,m,k,0,4,1,472,137034,27,?,1
113848,0,35,f,d,1,20,7,426,758317,26,486384,1
?,0,22,f,k,1,17,6,724,694644,14,363850,0
70860,12245,44,m,d,0,15,1,498,135677,15,92076,0
81111,0,68,f,s,3,11,0,799,0,27,165672,1
33424,54772,23,m,d,1,8,0,809,0,19,431790,1
136519,0,32,f,d,1,8,6,455,300886,6,485134,0
148135,0,22,m,m,0,3,8,697,720458,28,169162,0
58282,64920,51,f,s,2,9,9,547,780252,29,63310,0
104928,0,24,f,m,2,17,4,589,?,28,387531,0
123125,0,36,m,k,0,6,5,733,321154,1,108364,0
38514,59567,37,f,m,3,?,6,455,403466,6,469062,1
64759,26383,68,f,m,2,5,8,733,768087,24,278241,0
59859,64724,39,f,k,2,17,9,645,1085475,23,437224,0
56917,26722,71,f,s,1,2,0,508,0,18,400977,1
38012,39779,61,m,k,4,15,1,769,68304,17,385850,1
83043,0,43,m,m,0,19,1,766,69675,11,496561,1
58327,10216,48,m,k,2,15,7,469,380229,16,279403,1
21043,57534,52,f,k,0,13,2,477,145032,29,69593,1
130378,0,44,f,s,0,15,6,335,539489,24,30991,0
117905,0,80,m,m,2,11,6,508,628406,9,388855,0
110269,0,39,m,k,2,5,1,454,118031,4,96217,0
41307,21175,25,f,d,1,10,2,?,123836,6,92312,1
75411,0,64,f,s,?,10,3,392,268847,10,5524,0
112907,0,46,f,d,0,16,5,334,290293,6,463172,0
114685,0,65,f,s,2,5,8,404,512725,?,127390,1
114761,0,37,m,k,1,8,9,586,1100644,8,452792,1
81745,0,67,m,k,4,2,1,558,74627,26,161741,1
147878,0,55,f,s,4,4,3,512,437162,26,223367,0
67307,20215,42,m,m,0,16,7,369,445489,12,226171,0
91176,0,65,m,k,4,1,4,474,496347,?,457043,1
78943,0,66,f,d,0,15,2,386,?,6,398182,0
44663,33454,34,m,k,1,4,1,418,83195,15,24011,1
80787,0,49,f,m,2,10,3,354,288126,10,91211,0
112965,0,77,f,d,4,8,7,405,757035,9,390804,0
58719,26915,72,m,k,0,20,4,709,396479,3,312257,0
41220,69780,80,f,m,0,10,8,363,956073,28,413813,0
90295,0,51,m,m,2,6,1,756,52079,8,302695,1
50070,59098,48,m,m,1,20,6,568,554053,24,194029,0
131648,0,64,m,m,1,5,1,305,124285,10,310148,1
116356,0,38,m,m,2,10,9,703,1016504,19,417709,0
?,0,33,m,s,1,17,6,394,?,25,155306,1
71358,55207,72,f,m,0,18,1,726,101653,16,286926,0
137825,0,39,m,s,3,19,2,618,183092,20,69224,1
149838,0,60,m,m,?,13,2,386,149699,16,401629,0
97254,0,37,m,s,1,7,6,670,799563,12,66527,1
54184,49851,75,m,s,1,4,7,740,555630,18,321777,1
134100,0,46,f,d,4,16,9,652,904632,13,365703,0
23236,70322,40,f,k,4,3,0,417,0,30,230405,0
144894,0,22,f,s,2,18,5,630,407468,15,318394,1
53081,48828,37,m,s,4,5,0,381,0,9,152213,1
107258,0,52,m,m,3,2,0,685,0,4,311898,1
48896,16033,66,m,s,3,11,5,425,552653,30,311902,1
85738,0,46,f,d,2,16,6,502,892313,28,261917,0
141611,0,52,m,s,0,11,8,618,916912,20,280077,0
49697,68607,61,f,s,0,9,1,435,115475,15,58424,0
63847,54467,36,f,d,2,2,6,343,787932,17,259596,1
124538,0,25,m,k,2,5,8,634,545648,5,440376,0
68757,26540,56,f,s,0,18,4,567,465556,8,356159,1
90545,0,30,m,d,2,5,6,692,839630,13,352504,1
30376,19429,49,m,d,4,13,7,785,898738,7,109113,0
112397,0,54,m,k,0,1,8,623,737053,11,41483,0
38383,32254,43,m,k,1,16,1,658,116115,28,487112,1
63030,49145,29,m,m,2,?,4,644,433200,29,55260,0
146177,0,38,f,s,3,13,1,499,148878,14,236159,1
56035,39995,44,f,d,2,18,9,678,1216229,19,366963,0
87172,?,67,f,k,4,8,1,672,117767,16,43388,1
91598,0,37,m,k,1,11,1,802,111235,18,323996,1
131873,0,57,f,m,1,10,3,379,267872,9,459124,0
30174,71567,71,f,d,1,4,6,436,500670,13,71977,1
105897,0,44,m,d,4,16,8,574,633079,2,306771,1
30029,39532,50,m,m,3,6,4,447,370331,13,231902,0
75362,0,37,m,d,4,4,6,?,593038,17,414233,1
31296,28242,59,m,d,4,11,7,327,821417,20,101804,0
53704,56801,72,m,s,1,9,3,?,404834,4,?,1
68219,11362,72,f,d,4,19,6,599,732957,9,163003,0
76085,0,64,m,m,2,13,3,646,426362,9,499648,0
96452,0,53,f,k,4,18,6,363,540759,1,250463,0
124146,0,22,f,k,4,11,6,693,407040,29,319907,1
57085,59520,22,f,s,2,8,7,575,374956,17,369567,0
96588,0,39,f,m,0,6,2,754,200856,12,393711,1
122887,0,39,f,s,4,7,4,837,491860,9,131031,0
66220,72351,50,m,s,4,11,9,672,499749,17,241739,0
93935,0,30,m,k,3,13,4,666,567942,16,261437,0
