salary,commission,age,gender,marital,elevel,car,zipcode,creditscore,hvalue,hyears,loan,group
133334,0,68,f,k,1,19,3,667,436218,1,221063,1
37273,53021,46,f,s,1,6,7,728,910294,3,205090,0
21572,62754,38,f,s,2,17,5,619,655256,9,293337,1
93453,0,23,m,d,2,12,8,378,502813,28,23904,1
27941,?,45,f,d,2,2,4,367,447416,28,47991,1
139887,0,76,m,m,4,20,0,705,0,24,450170,0
97853,0,66,f,m,3,15,2,701,113796,16,273636,0
58559,18941,55,f,k,4,18,1,644,50773,11,229848,0
76045,0,53,f,s,4,4,1,523,78626,10,188669,0
27579,50295,73,m,d,4,17,6,805,379258,5,313943,1
?,15930,60,f,s,1,7,4,697,303682,1,98502,0
83865,0,56,m,k,1,4,?,611,61882,2,23364,1
46725,21599,64,f,d,1,15,8,551,1026977,1,321800,1
115475,0,41,m,s,2,15,1,552,83695,24,136781,0
146741,?,22,m,k,3,2,3,406,440313,1,126125,0
51196,33229,66,f,k,1,3,8,416,865432,28,67930,1
94194,0,72,f,?,2,14,0,577,0,29,419856,0
21112,44928,30,?,m,4,10,8,705,1129740,8,184083,1
80973,0,75,m,s,1,12,6,591,376326,18,85342,1
135538,0,44,f,s,2,14,9,577,1101433,6,82437,0
67138,40837,55,m,k,3,15,1,331,125057,2,180704,1
102586,0,55,m,d,3,10,1,489,117384,18,?,1
51249,49766,77,f,s,3,9,8,377,846537,9,202549,0
110102,0,61,f,s,0,19,5,720,453332,25,434131,0
63495,10722,22,f,m,4,15,5,545,565689,16,156590,1
113544,0,68,m,k,4,4,1,365,132844,3,409379,1
25387,32885,49,f,s,3,1,4,399,584490,29,266893,0
141051,0,58,f,k,2,9,8,610,591611,18,415926,0
110517,0,33,m,d,0,4,4,499,206027,16,331095,0
94491,0,36,m,m,2,14,3,562,278942,16,71189,1
114767,0,78,m,d,2,13,0,416,0,23,243973,0
?,0,45,f,k,4,9,0,590,?,29,246041,1
?,0,30,f,k,1,17,5,324,610087,27,471139,0
127848,0,72,m,m,3,8,4,685,590767,7,194502,0
51345,43945,74,m,d,2,8,6,744,320231,12,213745,1
52222,62163,60,f,d,3,8,6,367,617438,9,172661,1
138167,0,35,m,m,4,20,7,?,713816,7,82099,0
70481,30075,80,m,k,3,12,8,573,1123597,26,81043,1
65044,27167,53,f,k,3,16,3,720,340168,15,120855,1
74854,71343,25,m,d,3,11,2,807,285015,23,56516,0
94090,0,26,m,m,3,13,5,628,726013,6,208570,1
?,57531,20,m,m,1,18,3,334,211101,12,19193,0
149077,0,72,f,m,4,11,4,?,212342,15,119578,0
148652,0,35,f,k,4,18,0,596,0,29,298470,1
84516,0,25,m,k,0,2,0,732,0,6,?,0
88295,0,35,f,d,3,9,5,429,623109,12,28661,1
130971,0,35,f,m,1,2,1,490,121096,26,424958,0
100429,0,64,m,m,4,15,4,343,418216,11,427162,0
83474,0,71,m,m,3,19,7,711,466688,30,276095,0
20776,37838,30,m,d,1,15,4,641,596670,10,277485,0
41498,41847,50,m,k,0,3,6,407,358561,11,192147,0
48578,51294,32,f,?,1,?,8,681,1096996,12,385898,1
79781,0,21,?,s,3,13,9,574,740745,24,208839,1
127027,0,47,f,s,4,1,3,680,315284,4,65198,0
96877,0,66,m,d,4,11,7,415,918421,3,115879,1
48345,13137,68,m,d,4,6,4,300,495877,14,367519,0
131538,0,75,f,k,1,9,8,782,767927,10,499832,0
20509,55083,20,f,k,2,17,6,743,555122,15,233177,0
120070,0,35,m,d,1,3,6,465,406378,20,71819,0
33033,26231,80,m,d,0,13,8,371,555466,14,94852,1
22020,38330,33,m,k,2,4,7,523,427369,16,213011,0
108630,0,62,f,s,3,14,1,331,131973,3,46455,0
32943,41367,44,m,s,3,?,8,833,504147,8,407271,0
118870,0,69,f,d,0,10,3,520,253054,2,162063,1
103531,0,57,m,s,0,2,1,649,?,23,47397,0
140158,0,56,m,s,3,14,8,477,809834,27,407820,1
37474,?,43,m,d,2,9,4,610,409623,10,389599,0
138087,0,46,m,k,2,17,0,473,?,24,140610,1
33491,57851,42,m,m,4,3,5,450,539742,18,169835,0
38808,70698,34,m,m,4,3,3,414,216946,6,82479,0
114121,0,46,m,d,0,18,1,472,111838,8,444852,1
93560,0,47,f,k,3,12,1,792,85069,17,465148,0
41866,54830,38,f,k,3,4,8,801,626296,8,218290,1
110924,0,25,f,d,1,6,4,739,507166,13,419083,0
105530,0,44,f,d,2,6,9,326,664340,30,100942,1
82959,0,66,m,m,2,10,8,785,647291,4,445177,0
141469,0,35,m,k,3,16,6,707,348539,30,177926,0
61571,14716,71,f,m,2,3,9,692,523162,18,235132,0
143836,0,41,m,m,1,17,8,362,452749,24,338798,0
145757,0,46,m,k,3,4,0,375,0,29,479435,1
113524,0,39,m,m,2,20,4,822,419923,?,280845,0
39315,74338,61,f,k,3,14,2,616,284655,25,138158,1
?,18583,71,m,k,1,8,6,?,677957,8,272126,1
32215,37767,61,m,s,3,10,9,712,792816,7,86114,1
101393,0,61,m,s,4,4,8,742,596916,4,240130,1
119332,0,59,m,k,3,7,0,770,0,17,67849,1
42403,30988,40,m,s,3,7,2,611,166065,23,99328,0
140472,0,63,m,m,2,13,0,732,0,15,10884,0
51414,60658,37,m,k,3,14,7,?,707379,9,24729,0
76905,0,53,f,m,1,2,7,415,534729,30,46803,1
30041,63390,38,f,d,1,4,8,763,484801,18,298914,0
25440,24179,38,m,s,4,9,1,468,78728,16,239329,1
34655,18361,29,m,d,3,1,1,557,122618,16,182297,0
?,0,51,f,s,0,2,7,847,515472,9,107060,0
79108,0,44,m,k,0,8,8,306,711967,21,131119,0
125053,0,41,m,d,4,4,4,645,338724,4,454453,0
42776,39358,62,f,m,3,3,3,663,168072,15,15508,0
120098,0,65,f,s,4,12,1,357,103191,20,319196,0
48455,16484,22,m,k,1,2,2,402,222846,3,211162,1
140478,0,25,f,s,4,15,9,485,966200,12,354823,1
66663,70184,25,m,k,0,10,8,363,960392,21,151410,1
136463,0,39,f,d,4,17,3,487,259829,4,47265,0
113650,0,38,m,d,2,7,3,324,353244,8,446275,0
58726,59659,75,m,s,0,12,5,568,609633,12,209983,1
32399,38761,29,m,s,1,6,7,321,433601,3,265805,1
49195,19537,53,f,s,4,11,8,334,603849,10,455800,1
81403,0,31,f,m,3,2,6,712,859811,2,11123,1
21695,47078,71,f,s,2,10,3,731,398890,5,182131,1
72681,57304,72,m,d,1,8,3,346,268536,25,262199,1
74322,48020,23,m,d,4,16,0,507,0,25,208409,1
144741,0,57,m,s,2,16,5,809,434966,19,230948,0
33462,52533,25,f,m,4,10,3,811,367414,25,469407,1
148477,0,?,m,k,4,11,8,450,430925,24,173275,0
22463,51468,66,f,m,0,5,6,351,746571,10,345066,1
85068,0,22,f,k,4,18,0,553,0,28,128513,1
116957,0,26,m,d,3,15,3,750,322952,20,17648,0
131948,0,79,f,k,4,3,3,401,322929,3,357418,0
?,63823,53,f,m,2,18,8,583,1067842,13,393997,1
93643,0,51,f,s,1,3,2,324,156048,21,449738,0
76114,0,27,f,k,0,9,6,638,427124,24,77238,1
43023,50315,79,m,s,4,13,9,375,1169201,9,358196,1
74715,24263,22,f,s,0,20,1,395,89153,20,98805,0
74857,17801,55,f,d,3,17,6,539,412956,4,259905,0
28977,48162,23,f,m,4,3,3,389,158086,14,365878,1
119886,0,26,m,s,1,10,6,378,305926,16,64182,1
99154,0,20,f,k,1,1,2,702,166799,28,152746,1
55667,39547,30,m,d,0,1,1,676,54744,6,162508,1
43241,67795,39,m,m,3,16,4,404,371586,24,483576,1
101484,0,44,m,m,2,10,1,607,117441,29,326088,1
141568,0,34,f,d,2,16,3,629,397070,15,310767,1
123426,0,65,m,m,4,14,1,733,110242,7,366793,0
53998,19736,33,m,d,3,20,3,642,332085,17,431668,1
21329,40214,64,f,m,3,17,0,478,0,6,433222,1
59376,44430,66,f,k,3,8,9,490,541673,7,257352,0
71825,62601,25,f,s,3,1,4,369,244843,10,195826,1
37092,22979,31,f,d,2,1,5,386,747217,23,328693,0
89520,0,54,m,s,0,15,3,468,183200,28,358100,1
28120,28987,61,f,m,1,18,2,478,203825,23,34006,1
147639,0,23,f,d,2,16,0,811,0,23,403607,0
52050,20390,72,f,s,2,7,5,765,702510,3,136931,0
86420,0,36,f,s,2,20,5,301,642247,6,277645,1
99700,0,49,f,d,3,?,4,818,507073,14,316026,0
62545,18318,40,f,d,0,8,2,694,182502,21,310359,0
?,34445,34,f,m,1,8,4,377,221464,19,424704,1
133686,0,27,f,s,3,8,6,691,501000,15,343554,1
65626,62651,?,m,s,1,17,3,488,440877,15,401155,0
118601,0,58,f,m,4,12,5,666,488978,1,306822,1
82029,0,26,f,m,0,7,6,305,785453,19,?,1
21375,60265,44,f,d,?,17,7,425,959013,5,270305,0
145349,0,67,f,d,2,2,8,484,434825,17,282687,1
120288,0,45,m,s,2,11,5,486,449429,18,269751,0
90052,0,56,m,m,0,18,2,657,246269,21,361807,1
104636,0,75,m,k,3,12,6,733,340287,30,176131,1
48417,33846,27,m,m,0,5,7,662,948563,2,381397,0
38511,14239,71,f,d,2,17,9,605,766381,5,270581,0
121759,0,61,f,k,0,11,2,604,278462,21,76687,0
110395,0,52,m,m,4,14,4,728,551789,13,?,1
?,0,75,f,d,4,2,4,688,385140,9,499251,0
36609,28868,77,f,s,3,18,3,511,375018,15,313325,1
139314,0,34,f,d,2,18,1,728,64975,24,121276,0
74397,25998,73,m,?,0,8,6,811,514902,16,352076,1
51558,22920,52,m,d,3,8,5,340,644221,18,281924,1
46982,52504,72,m,m,3,14,9,700,972065,29,441514,1
31599,11778,66,m,m,4,19,2,846,132304,14,168515,1
135470,0,75,m,s,1,18,8,662,1055157,22,415520,1
?,0,75,f,d,2,2,0,479,0,4,11173,1
59514,53319,61,m,k,2,16,6,602,487978,20,143743,1
88822,0,79,m,d,4,14,4,572,510604,17,413818,1
43163,35770,66,m,m,1,10,1,764,107103,24,293702,1
68427,52705,20,f,m,0,9,8,536,1078460,21,102103,0
78128,0,45,m,d,3,9,6,?,707980,28,242358,1
137569,0,59,f,k,2,13,0,319,0,4,195293,1
57184,44398,53,f,s,1,13,7,406,639343,10,155814,0
112221,0,24,f,k,3,17,5,551,291928,28,110395,1
93970,0,23,f,m,2,9,?,369,476626,1,422595,1
21647,21829,55,f,d,2,9,3,731,208614,2,390919,1
69521,66296,69,m,s,4,14,2,374,128831,8,375556,1
63223,51321,44,m,s,0,19,8,391,980915,2,214901,0
24607,22708,57,f,k,0,17,3,541,208425,22,232629,0
90875,0,42,f,d,4,19,2,831,269002,17,364438,0
64370,35984,33,m,m,2,10,6,786,?,3,303675,1
64236,47236,68,f,s,2,15,7,662,582936,22,197680,0
149853,0,31,f,s,3,13,9,519,1187470,26,272144,1
102480,0,66,f,k,2,12,4,382,580116,10,452351,0
114430,0,41,m,m,1,7,0,551,0,30,96657,1
133579,0,45,m,d,4,13,8,401,1177203,15,248134,0
126748,0,20,m,s,2,19,1,812,116865,5,98609,1
37560,66858,28,f,s,?,4,6,651,434176,7,369895,1
146511,0,20,m,k,1,7,6,490,?,15,369482,1
62303,62207,72,m,m,3,11,1,787,94660,17,266343,1
79855,0,29,f,k,0,3,0,355,0,10,232526,0
65224,47461,71,m,m,1,9,0,682,0,5,456715,1
45379,12752,50,m,k,1,1,9,329,712057,26,7959,1
77539,0,52,m,s,3,13,0,612,0,8,140181,0
70289,59545,30,m,m,1,4,1,554,?,25,338344,1
139836,0,67,f,s,2,10,0,821,0,18,179608,1
?,30167,48,f,d,1,13,9,515,1072766,16,259394,0
88305,0,76,m,k,1,15,9,823,994755,?,442576,0
43979,46059,70,f,s,1,13,2,801,167129,9,456284,1
148946,0,34,m,s,3,8,0,305,0,7,467508,1
52175,17182,32,m,k,0,15,7,304,517934,17,394611,1
72059,73621,25,f,k,4,8,6,621,543974,12,306542,1
40064,57991,31,f,k,3,13,1,796,133047,3,41794,1
70906,55458,50,f,d,3,8,7,419,?,20,167073,1
138206,0,28,f,m,3,7,0,449,0,?,129058,0
41786,44042,53,f,k,2,9,3,644,267114,26,447850,0
34109,63456,25,f,d,0,1,6,800,719886,29,225330,1
82543,0,57,m,d,4,6,0,341,0,29,112298,1
146202,0,40,f,s,3,8,6,514,837933,2,170062,0
25467,68884,23,f,k,1,5,8,540,552046,5,433932,0
40338,30933,30,m,m,4,1,0,748,0,10,387723,0
?,0,31,f,k,0,7,4,680,244083,14,44024,1
149382,0,36,f,m,4,2,7,724,789366,13,276310,0
80703,0,50,m,k,4,1,6,503,759843,13,466925,0
69345,38249,26,m,m,2,18,0,458,?,21,89266,1
119746,0,64,f,m,2,6,8,685,992107,9,479413,0
99251,0,22,f,k,0,2,3,611,347377,20,332420,0
21466,73780,46,m,d,4,2,6,429,360895,13,105848,0
64410,23479,21,f,d,3,13,5,802,323426,8,252802,0
27090,38226,25,f,k,1,6,5,666,334620,19,55209,1
101228,0,64,f,k,2,12,1,581,111416,2,79777,1
29239,13546,33,f,d,1,1,?,843,438566,?,100647,0
149421,0,47,m,d,3,12,9,377,872215,3,489290,0
81123,0,63,f,d,3,8,4,629,415521,9,14765,1
90771,0,30,f,d,0,11,1,709,59658,7,420191,0
?,22319,23,m,d,2,14,1,368,107832,12,443326,0
74272,21042,57,m,s,2,20,4,681,436393,5,339194,0
41002,37844,70,f,m,1,9,5,685,638536,19,477967,0
95805,0,73,m,s,3,3,1,322,70467,24,203900,1
141936,0,34,f,m,1,10,7,688,971228,9,331144,0
71149,24602,29,f,d,3,8,3,322,356593,26,145711,1
101084,0,75,m,k,1,9,7,328,759190,5,313978,0
40407,50687,21,f,s,3,4,1,462,136216,22,428680,0
43510,57475,54,m,s,4,5,8,825,644452,17,148614,0
126999,0,63,f,s,1,14,9,422,1081041,28,327528,0
41518,13931,63,m,d,4,11,7,474,797485,6,209348,0
124168,0,32,f,m,1,11,1,348,64683,9,297531,0
145147,0,28,m,s,4,15,?,?,1163625,29,486873,1
106715,0,57,m,m,2,6,7,389,370330,9,190456,1
60748,32821,54,?,k,2,7,3,305,396948,26,303595,0
143220,0,73,f,m,1,7,5,536,727971,6,202030,0
119778,0,39,m,d,3,16,7,654,743924,4,255724,0
91096,0,49,f,s,0,7,8,449,760787,8,144127,0
53111,68590,55,f,m,1,15,4,633,268984,23,333865,1
143038,0,76,m,s,3,13,0,784,0,3,497595,1
108206,0,47,m,m,1,3,9,430,1256591,25,428545,1
130823,0,79,m,d,2,3,1,632,105698,24,77472,0
61277,38737,77,f,k,4,6,4,843,373650,2,355543,0
102209,0,57,f,d,0,8,3,341,246417,24,270459,1
92403,0,56,m,d,1,6,5,319,333571,30,231582,1
70135,70238,65,f,k,2,14,8,440,773131,20,230997,1
79846,0,45,m,s,2,13,0,476,0,21,?,0
36000,42124,33,m,d,0,8,3,?,391331,23,425826,1
113749,0,48,m,d,4,13,7,494,403769,4,160170,1
77254,0,23,m,d,1,6,0,473,0,20,149226,0
44284,61433,53,m,k,1,13,9,421,1138674,26,49880,1
50532,30787,65,f,s,4,15,8,536,423878,21,67068,0
69057,55161,44,m,s,1,1,6,421,675630,7,294040,0
67841,43632,70,m,k,3,4,4,448,231043,3,304312,1
94371,0,51,m,d,4,8,5,797,374339,17,106931,1
68071,48707,66,f,k,1,5,3,587,440889,21,381104,0
115376,0,36,m,s,1,7,5,378,600010,27,74921,1
100195,0,44,m,m,1,5,6,649,614164,22,305282,1
132610,0,73,f,k,4,14,1,449,122328,22,406130,0
96013,0,64,f,k,3,5,7,611,987773,6,97587,1
25412,57671,66,f,k,4,19,9,724,504765,20,72029,1
54573,21917,66,f,s,1,17,9,343,1299223,?,299014,0
75003,0,60,f,k,4,8,4,334,586683,14,92942,1
38821,10217,67,f,s,3,8,2,411,248120,19,194395,0
26690,55018,71,f,m,3,14,5,664,268219,10,88494,0
128942,?,39,f,d,3,1,5,849,658349,11,421185,0
128482,0,24,m,s,2,20,7,430,501745,15,202043,1
142210,0,31,m,k,4,5,0,509,0,16,219851,0
74015,22915,65,f,s,4,3,0,757,0,11,113897,0
148289,0,64,f,k,0,16,3,715,393647,7,479561,0
39965,32631,80,m,k,4,20,4,642,558976,16,247741,1
86957,0,54,m,m,1,6,6,776,751244,27,375561,1
?,0,37,f,m,0,7,4,719,580464,18,386363,0
134363,0,61,m,d,2,8,3,399,358716,6,185330,0
78331,0,31,f,k,3,20,7,531,644593,6,185697,0
51129,51999,79,f,k,?,20,8,774,1143627,15,300895,0
144911,?,67,f,m,1,16,9,414,455798,17,223499,0
51572,56839,50,m,k,0,6,3,584,337016,5,298255,0
145239,0,23,f,s,2,5,0,705,0,21,128231,0
105817,0,26,f,s,2,15,4,723,312668,14,124867,0
86297,0,36,f,m,3,13,0,778,0,24,424860,1
146282,0,26,f,m,0,18,2,709,171481,17,351902,1
133681,0,34,f,d,2,5,2,809,181023,19,452654,0
53421,63982,41,f,d,3,17,7,350,841145,10,264745,1
93090,0,75,m,d,0,6,8,378,573114,24,119208,0
137589,0,62,f,d,2,?,7,480,1007808,6,326175,1
109033,0,77,f,k,2,?,6,724,806802,13,29037,1
148060,0,42,m,s,2,12,8,847,622746,10,264856,0
42978,48937,52,m,d,1,13,3,361,175202,14,422505,0
135706,0,48,f,d,3,7,7,426,530056,11,278729,1
131502,0,68,m,s,3,7,5,651,603642,30,255151,1
148496,0,61,f,d,3,17,3,772,193661,20,9454,1
35631,36393,77,f,k,2,14,0,462,0,13,256074,0
72165,30299,68,f,k,4,3,6,842,492350,12,351294,0
89326,0,80,f,k,1,15,6,563,737903,30,381728,0
65039,63268,47,f,k,4,3,1,707,86247,12,305960,1
138391,0,67,f,m,2,20,4,645,457649,27,113775,0
80673,0,72,f,k,2,16,3,609,250074,9,487991,0
142458,0,34,f,s,0,12,8,445,1180973,24,386479,1
50352,35448,56,f,k,0,6,0,597,0,22,192645,0
145233,0,60,m,s,2,6,6,834,327956,9,470603,1
38212,56140,20,f,d,2,7,7,603,958447,30,140915,1
25110,65134,75,m,k,4,11,8,518,555763,21,445229,1
138489,0,50,f,m,3,10,9,834,493580,5,146075,0
54750,52240,44,f,k,3,11,0,782,0,13,154786,1
34270,54578,43,f,k,0,18,2,334,194313,16,249060,0
51764,72033,33,m,k,3,8,1,350,66130,21,127533,0
121958,0,28,m,k,2,16,?,470,123465,25,175550,0
92827,0,22,m,d,0,14,6,463,612752,24,158253,1
81234,0,77,m,s,1,12,8,676,1184056,10,27394,1
89036,0,30,m,m,2,3,8,623,419885,9,460589,1
62526,64852,73,f,k,2,4,5,798,700917,9,167862,1
54271,45411,41,f,d,2,?,6,601,713332,7,283220,0
60232,65545,47,m,k,3,9,5,642,650377,14,131027,1
21559,69538,23,m,s,2,3,6,777,824868,26,187013,1
89485,0,35,f,m,2,6,7,612,1006325,10,481468,1
28288,40345,79,m,k,4,19,2,705,187496,7,356007,1
138559,0,28,m,k,0,2,0,821,0,1,4697,1
55207,28578,60,f,k,4,12,1,590,128857,23,356034,0
105248,0,53,f,k,0,14,9,414,988717,3,264335,0
131716,0,44,m,d,3,4,6,445,843115,28,253589,0
135669,0,38,f,d,0,8,4,536,464859,4,65733,1
55507,58893,35,f,k,0,5,3,419,283977,23,303312,0
78384,0,59,m,k,0,1,6,583,491757,27,280988,0
77386,0,53,m,k,3,14,?,643,904645,7,431012,1
149124,0,70,m,m,2,16,6,596,601471,27,311593,0
29648,57140,?,f,s,2,16,1,776,112789,29,206897,0
90213,0,66,f,m,3,12,7,797,749672,10,440297,0
110744,0,32,m,d,0,14,0,618,0,21,23377,0
48368,39891,52,f,m,1,1,4,492,290540,2,222851,1
46766,33581,31,f,m,4,2,0,463,0,16,117360,1
62521,53649,69,f,d,0,3,6,309,581232,30,473223,0
25080,61761,20,f,?,1,13,7,534,693150,23,112572,1
67336,50233,52,f,k,2,8,?,840,114356,15,280939,1
119077,0,44,m,k,3,11,0,717,0,7,4490,1
104035,0,20,f,k,2,9,7,510,806694,24,479857,0
53306,42456,20,f,k,3,13,5,666,743973,20,97336,1
48127,48368,50,f,s,4,2,1,745,126992,29,97999,0
141088,0,42,f,k,2,2,9,659,869610,8,414613,0
141861,0,27,f,d,3,9,6,424,471387,6,231985,1
49489,42980,25,f,d,0,19,4,448,572839,7,489936,0
21634,53931,68,m,d,2,5,3,321,372674,22,468761,0
28869,66418,66,m,k,2,2,3,307,387759,27,127628,1
103949,0,62,m,m,4,7,0,437,0,5,123708,0
23634,39318,80,f,s,2,3,2,680,219719,?,69492,0
145419,0,70,m,s,0,3,7,303,672965,3,95175,1
98640,0,28,f,s,1,6,3,498,178539,1,155995,1
26278,35789,60,f,d,4,7,7,454,512052,1,307120,0
84213,0,38,m,s,2,7,2,754,108137,19,410186,1
99906,0,52,m,m,4,16,0,482,0,17,402408,1
139580,0,33,m,k,2,13,4,436,518443,11,464301,0
134546,0,67,m,d,1,5,3,406,311623,13,433320,0
131389,0,79,f,m,3,18,1,812,81562,3,193946,0
60491,72793,78,f,m,4,19,0,300,0,14,98523,0
66748,60672,78,f,m,1,12,9,555,875466,11,104194,0
108476,0,64,f,m,3,18,1,666,93947,8,441348,0
72184,23308,62,m,s,3,7,3,603,330780,14,395018,1
47334,27041,52,m,s,0,?,5,529,412334,13,189050,0
116524,0,34,f,k,2,6,8,456,595108,5,154121,1
85275,0,29,f,d,4,13,0,743,0,29,320450,0
?,0,66,f,s,0,10,9,744,1110340,22,93795,0
133387,0,53,f,m,0,15,0,326,0,1,?,0
70825,12914,58,f,m,3,11,8,714,903388,7,460838,1
90650,0,22,m,m,2,15,4,446,495322,15,137999,1
52067,71069,37,m,d,0,12,4,448,570180,4,487621,1
54546,58219,?,m,d,2,5,7,660,839846,11,466866,1
95569,0,66,m,k,2,6,5,688,502728,29,56791,1
137221,0,69,m,s,1,10,7,670,692647,10,188383,1
119764,0,25,m,s,2,18,7,473,559559,16,243573,1
107397,0,40,m,m,1,9,2,780,129217,29,330277,1
97863,0,44,m,s,0,5,1,569,142795,8,345686,0
22279,46465,63,m,k,4,5,8,507,1030959,7,192241,1
65778,29448,24,m,d,1,8,1,487,102054,7,178498,1
142811,0,50,m,s,3,11,1,?,103302,2,75116,0
96722,0,45,m,k,1,6,9,775,1301535,6,11070,0
55040,27744,41,m,m,2,3,0,685,0,11,485628,0
37020,69961,24,f,m,0,13,2,687,136053,19,338520,0
49262,29628,51,m,k,1,11,9,303,1268709,23,219640,1
86866,0,31,f,s,0,16,0,724,0,11,486505,0
30405,31294,37,f,m,0,10,2,654,159481,9,26059,1
77492,0,80,f,d,1,10,1,654,94822,15,9549,1
145421,0,49,m,?,1,10,7,471,517217,4,64911,1
79672,0,61,m,m,0,7,1,810,104493,17,105981,0
95648,0,46,m,k,2,11,0,744,0,1,301694,1
28496,49509,31,m,m,0,16,3,829,397809,3,177026,0
31484,67896,20,f,?,3,3,?,519,1001983,7,423287,0
127848,0,31,m,d,2,4,6,512,575637,29,326526,1
33893,56048,54,?,m,1,7,5,569,452040,11,411745,0
96106,0,46,m,m,1,11,2,330,296731,1,115134,0
129559,0,33,?,m,3,9,1,599,92341,6,182808,0
122498,0,65,m,m,?,14,8,?,535679,1,80760,0
110972,0,62,m,k,0,6,2,743,149260,8,413714,0
22933,67412,25,m,s,1,11,4,592,226273,25,136501,1
37921,34306,38,m,s,2,5,9,571,937684,7,321812,1
106266,0,73,m,s,4,10,0,707,0,8,63754,1
141491,0,80,f,k,0,8,0,812,0,5,478502,0
33374,44042,77,f,m,4,19,7,737,616990,18,276059,0
56131,34742,33,m,s,4,6,2,760,?,12,335134,1
79207,0,65,f,m,0,3,7,523,590833,16,229271,0
35553,62327,27,m,s,1,12,9,595,464516,26,404160,1
60640,69663,38,m,k,1,14,1,434,107361,24,16704,1
100582,0,53,m,d,1,4,7,372,987304,19,205371,0
127526,0,45,m,k,2,15,?,434,443514,2,42090,1
120198,0,50,?,s,3,14,9,645,698241,4,423025,0
83345,0,31,m,s,0,2,9,402,1155968,6,272710,1
90761,0,68,f,m,4,3,2,638,223710,26,201251,0
139943,0,48,m,d,1,11,7,427,390105,?,21488,0
136390,0,24,f,d,0,8,7,699,938143,23,420819,0
127024,0,27,f,d,2,11,3,463,408176,4,467471,0
112386,0,54,m,m,3,4,0,455,0,29,257282,1
?,0,68,f,k,3,1,4,?,392706,17,289073,1
88224,0,62,m,m,4,5,8,512,927607,20,271571,0
54992,26028,43,m,d,0,11,8,720,1141843,28,386146,1
101182,0,47,f,k,4,20,5,600,575075,2,422983,0
84816,0,47,m,k,4,6,1,810,110529,10,491713,0
74146,55421,26,m,d,1,17,1,483,138308,3,322225,0
27600,65977,35,f,k,0,10,5,613,705674,12,97350,1
31675,15398,44,m,m,4,13,1,327,80074,27,272416,0
89223,0,21,m,s,0,14,8,306,946173,5,460555,1
24361,32860,50,f,k,0,1,8,667,1103811,10,148929,0
84406,0,67,?,d,1,14,5,423,739765,25,99838,1
141815,0,41,f,k,0,6,4,711,311243,10,466384,0
31257,67197,38,f,s,2,20,8,415,475441,15,24732,0
124562,0,80,f,k,4,12,8,621,1068599,7,82951,1
144053,0,59,f,k,2,10,8,825,917154,30,117455,1
126214,0,22,m,k,4,19,5,475,622017,19,129424,0
53612,56262,37,m,?,4,8,1,808,100416,23,392319,1
119176,0,79,f,k,0,2,0,590,0,10,368684,0
69288,57230,74,f,m,2,2,2,600,247582,27,112031,0
37287,41586,25,f,s,4,11,1,395,149523,28,344769,1
24245,30744,44,m,s,0,16,8,768,?,6,121545,0
126505,0,65,f,k,2,4,7,733,?,26,282684,1
43379,70329,73,f,s,2,16,9,838,1324084,18,362851,1
50392,61435,56,m,s,1,7,1,734,127719,13,406050,0
35722,36790,52,f,m,2,11,7,669,886172,?,240087,0
100346,0,33,m,m,4,20,3,383,179845,25,384421,0
75802,0,48,f,s,0,17,4,652,363064,28,31916,0
84307,0,54,f,d,2,14,5,731,282137,5,?,1
50332,37568,71,m,s,4,14,?,330,492836,22,9943,1
133055,0,77,f,s,4,7,7,516,440918,13,367169,0
107375,0,59,f,s,4,19,4,314,339654,11,399154,1
78670,0,38,m,d,3,18,2,843,127641,27,254662,0
148561,0,55,f,k,4,19,0,693,0,10,139151,1
91926,0,23,m,k,1,3,6,505,342380,12,40233,1
68827,10069,37,m,s,4,11,6,544,407572,26,?,1
38262,68654,39,m,m,3,6,9,684,1188605,29,254057,0
53898,64419,63,m,s,2,3,2,712,249582,1,226768,1
75198,0,55,f,s,4,6,5,501,522685,16,382396,1
38889,58048,39,m,m,?,11,0,798,0,8,68053,0
124201,0,55,f,k,2,15,6,686,583916,27,449874,0
61546,49179,60,f,s,0,12,8,455,791755,14,439130,1
30613,22495,23,m,d,1,1,9,372,1052455,14,221317,1
104216,0,73,m,k,3,9,2,482,233573,9,371337,1
127029,0,79,m,k,4,16,6,336,383274,18,459082,1
91405,0,37,f,s,4,14,8,762,905725,8,222584,1
54805,42110,68,f,k,4,20,8,352,807769,5,259252,0
54209,56970,41,f,d,1,14,9,830,1013321,26,144689,1
106215,0,68,m,s,0,4,2,824,139189,11,410843,1
116135,0,49,m,m,3,9,4,344,247170,24,211834,1
21866,51545,23,m,d,0,9,3,458,212037,18,276069,0
26994,53894,30,f,s,0,9,9,649,?,15,477344,0
99450,0,57,m,m,2,19,6,347,795581,28,111471,1
79623,0,67,f,d,1,4,8,677,611295,28,185526,1
94003,0,61,m,d,1,1,2,605,228793,20,358303,0
123985,0,39,f,m,1,2,5,478,403355,14,311279,0
119671,0,38,m,s,3,3,1,578,142938,12,256216,1
120753,0,78,m,m,0,20,7,675,1045714,16,360226,0
110867,0,41,m,d,0,3,3,764,344929,28,342130,1
42030,58845,70,m,s,2,16,0,479,0,16,165892,1
105370,0,70,f,m,0,12,1,327,80701,1,62632,0
